id,listing_url,last_scraped,source,name,description,picture_url,host_id,host_url,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
16355741,https://www.airbnb.com/rooms/16355741,2025-03-23,city scrape,Large and cosy room close UN and railway station,"The room overlooks a courtyard and is very quiet. Walk 8 min to the Cornavin railway station, 15 min to UN building and not far from downtown and the lake. Public transport is nearby and you are entitled for a free pass for the Geneva public transports during your stay. TV in the room with more than 190 national and international channels. Free Wifi. I speak French, German and English.",https://a0.muscache.com/pictures/airflow/Hosting-16355741/original/39d32fd6-acbc-4e47-a0c6-4ca840d74ac5.jpg,82128281,https://www.airbnb.com/users/show/82128281,2016-07-06,"Geneva, Switzerland",within an hour,100.0,100.0,t,https://a0.muscache.com/im/pictures/user/User-82128281/original/42befd5f-87ac-4442-b057-a5c70e456830.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-82128281/original/42befd5f-87ac-4442-b057-a5c70e456830.jpg?aki_policy=profile_x_medium,1,1,"['email', 'phone']",t,t,Commune de Genève,46.21462,6.13507,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Toaster"", ""Free dryer \u2013 In building"", ""Carbon monoxide alarm"", ""Elevator"", ""Freezer"", ""33 inch HDTV with premium cable, standard cable"", ""Bed linens"", ""Blender"", ""Room-darkening shades"", ""Dishwasher"", ""Host greets you"", ""Park view"", ""Long term stays allowed"", ""Shampoo"", ""Cooking basics"", ""Baking sheet"", ""Luggage dropoff allowed"", ""Central heating"", ""First aid kit"", ""Smoking allowed"", ""Smoke alarm"", ""Fire extinguisher"", ""Courtyard view"", ""Hangers"", ""Free washer \u2013 In unit"", ""Fast wifi \u2013 104 Mbps"", ""Pets allowed"", ""Shared patio or balcony"", ""Mini fridge"", ""Oven"", ""Hair dryer"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Pocket wifi"", ""Microwave"", ""Kitchen"", ""Hot water"", ""Refrigerator"", ""Extra pillows and blankets"", ""Portable fans"", ""Outdoor furniture"", ""Books and reading material"", ""Hot water kettle"", ""Siemens electric stove"", ""Paid parking garage off premises"", ""Shower gel"", ""Coffee"", ""Dishes and silverware"", ""Lock on bedroom door"", ""Cleaning products"", ""Iron"", ""Body soap"", ""Bathtub"", ""Wine glasses"", ""Essentials"", ""Shared backyard"", ""Board games"", ""Clothing storage: closet and wardrobe"", ""Ethernet connection""]",84.0,3,60,3,3,1125,1125,3.0,1125.0,True,9,9,22,183,2025-03-23,157,20,1,183,18,120,4.96,4.95,4.9,4.99,4.97,4.95,4.92,f,1,0,1,0,1.57
16591476,https://www.airbnb.com/rooms/16591476,2025-03-23,city scrape,Chez Toi,"In a calm context close to the city center, studio of approximately 26 m2 plus mezzanine, fully independent from the main house and completely equipped with everything you need during your stay in Geneva.<br />The studio has been recently completely renovated and it is composed of an open kitchen on the dining room, bathroom and sleeping room in the mezzanine.",https://a0.muscache.com/pictures/06e49c06-dbe2-47b5-87bc-b86e0501d0ac.jpg,109422167,https://www.airbnb.com/users/show/109422167,2017-01-02,"Lancy, Switzerland",Unknown,100.0,100.0,f,https://a0.muscache.com/im/pictures/user/d52af0ac-3a20-4e0f-8c6e-b5c67fd2e2e7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d52af0ac-3a20-4e0f-8c6e-b5c67fd2e2e7.jpg?aki_policy=profile_x_medium,1,2,"['email', 'phone']",t,t,Lancy,46.18558,6.11917,Entire home,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Toaster"", ""Carbon monoxide alarm"", ""Mosquito net"", ""Freezer"", ""Bed linens"", ""Room-darkening shades"", ""Long term stays allowed"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Private entrance"", ""Hangers"", ""Wifi"", ""Dryer"", ""Garden view"", ""Heating"", ""Washer"", ""Dining table"", ""Oven"", ""Hair dryer"", ""Drying rack for clothing"", ""Lockbox"", ""Microwave"", ""Kitchen"", ""Hot water"", ""Children\u2019s books and toys"", ""Pack \u2019n play/Travel crib"", ""Refrigerator"", ""Extra pillows and blankets"", ""Books and reading material"", ""Hot water kettle"", ""Shower gel"", ""Dishes and silverware"", ""Cleaning products"", ""Iron"", ""Free parking on premises"", ""Induction stove"", ""TV with standard cable"", ""Wine glasses"", ""Self check-in"", ""Essentials"", ""Board games"", ""Coffee maker: espresso machine, french press, pour-over coffee""]",120.0,1,365,1,1,365,365,1.0,365.0,True,0,0,0,18,2025-03-23,43,0,0,18,0,0,4.91,4.98,4.98,4.93,5.0,4.93,4.9,f,1,1,0,0,0.44
16611432,https://www.airbnb.com/rooms/16611432,2025-03-23,city scrape,Cosy room in Geneva downtown,"Cozy bedroom in big and well-fournished apartment in downtown Geneva. Ideal location: 5 minutes walk from the central station, 7 minutes walk from the beautiful lake, 2 tram stops from the UN Palace (15 min walk). In one of the youngest and most multicultural neighborhoods in town, you'll find any restaurants you might like. Nice terrace available to enjoy sun and peace after work. Two of the hosts in the apartment are beautiful friendly cats.",https://a0.muscache.com/pictures/hosting/Hosting-16611432/original/59581829-aad6-4aa5-b15d-45508a5da79f.jpeg,78901449,https://www.airbnb.com/users/show/78901449,2016-06-20,"Geneva, Switzerland",Unknown,100.0,84.0,f,https://a0.muscache.com/im/pictures/user/User/original/62fa48db-e3bb-4a2a-92e7-a6738d1dd4e9.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/62fa48db-e3bb-4a2a-92e7-a6738d1dd4e9.jpeg?aki_policy=profile_x_medium,1,2,"['email', 'phone']",t,t,Commune de Genève,46.21343,6.14658,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Toaster"", ""Elevator"", ""Stove"", ""Freezer"", ""Bed linens"", ""Blender"", ""Room-darkening shades"", ""Shampoo"", ""Cooking basics"", ""Baking sheet"", ""First aid kit"", ""TV"", ""Hangers"", ""Wifi"", ""Heating"", ""Washer"", ""Dining table"", ""Oven"", ""Hair dryer"", ""Clothing storage"", ""Microwave"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Refrigerator"", ""Portable fans"", ""Hot water kettle"", ""Coffee"", ""Dishes and silverware"", ""Lock on bedroom door"", ""Lake access"", ""Bathtub"", ""Wine glasses"", ""Essentials"", ""Host greets you""]",70.0,1,1125,1,1,1125,1125,1.0,1125.0,True,10,22,38,286,2025-03-23,497,88,8,205,85,255,4.93,4.93,4.93,4.96,4.98,4.93,4.81,t,1,0,1,0,5.29
16687683,https://www.airbnb.com/rooms/16687683,2025-03-23,city scrape,Studio au rez de chaussée en campagne,"MINIMUM RENTAL OF TWO NIGHTS, at which we require a flat rate of CHF 50.- for cleaning. Beyond two nights cleaning is included.<br />My accommodation (fully equipped) in addition to a small private terrace is close to the city (15 km from the center and 35 minutes by public transport), on the Franco/Swiss border (Swiss side); you will appreciate it for its calm and its surrounding countryside. <br />A private outdoor parking parking parking is available.",https://a0.muscache.com/pictures/c501cd1a-15ca-4da6-aa52-d83323bbc252.jpg,101528934,https://www.airbnb.com/users/show/101528934,2016-10-27,Unknown,within a day,100.0,88.0,f,https://a0.muscache.com/im/pictures/user/7a42cda2-e02c-4dec-a92d-3fc41bb8f06e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7a42cda2-e02c-4dec-a92d-3fc41bb8f06e.jpg?aki_policy=profile_x_medium,1,1,"['email', 'phone']",t,t,Soral,46.14243,6.045,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Microwave"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""TV"", ""Free parking on premises"", ""Keypad"", ""Refrigerator"", ""Self check-in"", ""Wifi"", ""Pets allowed"", ""Essentials"", ""Shampoo"", ""Heating"", ""Washer"", ""Dryer"", ""Dishes and silverware""]",56.0,2,1125,2,2,1125,1125,2.0,1125.0,True,0,21,51,51,2025-03-23,81,6,0,51,7,36,4.86,4.93,4.93,4.95,4.96,4.74,4.83,f,1,1,0,0,0.82
16821125,https://www.airbnb.com/rooms/16821125,2025-03-23,city scrape,Spacious & Cosy Quadruple Studio - Geneva Heart '2,"Friendly & welcoming, boutique Hotel in Geneva's heart.<br />The room is equipped with cable TV, high-speed internet, A/C, radio, alarm clock and direct dial telephone.<br />Ideally located in the city centre, the hotel is close to the lake, the Old Town, the main business and shopping centres.<br />Quick access to all parts of the city with public transport, free for our guests throughout their stay.<br />The rooms were refurbished in October 2016.",https://a0.muscache.com/pictures/3d6166e6-5741-4ea7-856c-cb378989aeb9.jpg,3528377,https://www.airbnb.com/users/show/3528377,2012-09-10,"Geneva, Switzerland",within an hour,78.0,88.0,f,https://a0.muscache.com/im/pictures/user/ba502c51-8744-43f0-a4fa-4870ec500a3a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ba502c51-8744-43f0-a4fa-4870ec500a3a.jpg?aki_policy=profile_x_medium,142,447,"['phone', 'work_email']",t,t,Commune de Genève,46.20107,6.1613,Room in boutique hotel,Private room,4,1.0,1 bath,0.0,4.0,"[""Carbon monoxide alarm"", ""Elevator"", ""Shampoo"", ""Smoke alarm"", ""Fire extinguisher"", ""Hangers"", ""Wifi"", ""Pets allowed"", ""Dryer"", ""Heating"", ""Washer"", ""Building staff"", ""Hair dryer"", ""Kitchen"", ""Breakfast"", ""Air conditioning"", ""Iron"", ""TV with standard cable"", ""Self check-in"", ""Essentials""]",277.0,1,1125,1,1,1125,1125,1.0,1125.0,True,26,56,86,361,2025-03-23,3,0,0,280,0,0,4.0,3.67,5.0,5.0,4.33,4.67,3.33,f,95,86,7,0,0.03
16838989,https://www.airbnb.com/rooms/16838989,2025-03-23,city scrape,Jolie chambre meublée à louer à Bellevue,"Two rooms in a local's home, 6 minutes by train from the city center, by the regional SBB train (train station next to the property), near the highway and near the Lake. You will appreciate the calm, the park of the property, the trees, the proximity to the lake, the aesthetics of the place, the discretion of the owners.",https://a0.muscache.com/pictures/40593743-aec9-4697-8ed2-3e254a6eb6fc.jpg,40040887,https://www.airbnb.com/users/show/40040887,2015-07-30,"Geneva, Switzerland",within a day,90.0,39.0,t,https://a0.muscache.com/im/pictures/user/User-40040887/original/08a8eb84-0f71-4c49-9e6b-b478092b8b41.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-40040887/original/08a8eb84-0f71-4c49-9e6b-b478092b8b41.jpeg?aki_policy=profile_x_medium,5,7,"['email', 'phone']",t,t,Bellevue,46.25008,6.14772,Private room in condo,Private room,1,1.5,1.5 shared baths,2.0,2.0,"[""Kitchen"", ""Breakfast"", ""Free parking on premises"", ""Hangers"", ""Pool"", ""Air conditioning"", ""Wifi"", ""Essentials"", ""Host greets you"", ""Dryer"", ""Heating"", ""Washer"", ""Hair dryer""]",125.0,15,730,2,15,730,730,11.3,730.0,True,30,60,90,90,2025-03-23,0,0,0,90,0,0,4.84,4.87,4.84,4.92,4.92,4.88,4.7,f,2,1,1,0,0.0
16854166,https://www.airbnb.com/rooms/16854166,2025-03-23,city scrape,Sunny 3BR family apartment,"Charming & spacious 3 bedroom family apartment with a very nice terrace located at the border between the very nice neighborhoods of Florissant and Conches, you will be able to join the city center in only 8min by bus.",https://a0.muscache.com/pictures/2eb8b320-ff20-4786-a2f7-2f46c4964738.jpg,3528377,https://www.airbnb.com/users/show/3528377,2012-09-10,"Geneva, Switzerland",within an hour,78.0,88.0,f,https://a0.muscache.com/im/pictures/user/ba502c51-8744-43f0-a4fa-4870ec500a3a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ba502c51-8744-43f0-a4fa-4870ec500a3a.jpg?aki_policy=profile_x_medium,142,447,"['phone', 'work_email']",t,t,Chêne-Bougeries,46.19002,6.16833,Entire rental unit,Entire home/apt,7,2.5,2.5 baths,3.0,4.0,"[""Elevator"", ""Stove"", ""Freezer"", ""Bed linens"", ""Dishwasher"", ""Private patio or balcony"", ""Long term stays allowed"", ""Shampoo"", ""Cooking basics"", ""TV"", ""Hangers"", ""Wifi"", ""Dryer"", ""Heating"", ""Washer"", ""Dining table"", ""Oven"", ""Dedicated workspace"", ""Clothing storage"", ""Coffee maker"", ""Lockbox"", ""Kitchen"", ""Hot water"", ""Refrigerator"", ""Dishes and silverware"", ""Iron"", ""Free parking on premises"", ""Bathtub"", ""Self check-in"", ""Essentials""]",313.0,4,365,21,21,365,365,21.0,365.0,True,29,59,87,243,2025-03-23,26,0,0,162,2,0,4.54,4.62,4.58,4.42,4.35,4.81,4.31,f,95,86,7,0,0.27
17037840,https://www.airbnb.com/rooms/17037840,2025-03-23,city scrape,Entire Beautiful Apm't in central Geneva (200 sqm),"My place is 5 minutes from the center of town, restaurants and dining, art and culture. You’ll love my place because of the high ceilings and the coziness. My place is perfect for couples and families. For business travelers and groups please enquire beforehand with regards to the amount of beds that you require to be prepared for your stay.",https://a0.muscache.com/pictures/d3753b4e-fdd7-40e9-9dd7-c3c067df1ac5.jpg,2086993,https://www.airbnb.com/users/show/2086993,2012-04-07,"Geneva, Switzerland",within an hour,100.0,92.0,f,https://a0.muscache.com/im/users/2086993/profile_pic/1374756765/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2086993/profile_pic/1374756765/original.jpg?aki_policy=profile_x_medium,2,2,"['email', 'phone', 'work_email']",t,t,Commune de Genève,46.19907,6.17235,Entire rental unit,Entire home/apt,5,2.5,2.5 baths,3.0,2.0,"[""Hair dryer"", ""Iron"", ""Kitchen"", ""Elevator"", ""Dedicated workspace"", ""Hangers"", ""Wifi"", ""Pets allowed"", ""Essentials"", ""Host greets you"", ""Shampoo"", ""Heating"", ""Washer"", ""Indoor fireplace"", ""Dryer""]",380.0,2,14,2,2,1125,1125,2.0,1125.0,True,20,36,66,89,2025-03-23,37,12,0,89,13,72,4.89,4.95,4.84,4.92,5.0,4.78,4.81,f,2,1,1,0,0.39
17049976,https://www.airbnb.com/rooms/17049976,2025-03-23,city scrape,Spacious & Cosy Double Room - Geneva Heart '2,"Friendly & welcoming, boutique Hotel in Geneva's heart.<br />The room is equipped with cable TV, high-speed internet, A/C, radio, alarm clock and direct dial telephone.<br />Ideally located in the city centre, the hotel is close to the lake, the Old Town, the main business and shopping centres.<br />Quick access to all parts of the city with public transport, free for our guests throughout their stay.<br />The rooms were refurbished in October 2016.",https://a0.muscache.com/pictures/ce286513-6734-4985-8856-268aff9a2598.jpg,3528377,https://www.airbnb.com/users/show/3528377,2012-09-10,"Geneva, Switzerland",within an hour,78.0,88.0,f,https://a0.muscache.com/im/pictures/user/ba502c51-8744-43f0-a4fa-4870ec500a3a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ba502c51-8744-43f0-a4fa-4870ec500a3a.jpg?aki_policy=profile_x_medium,142,447,"['phone', 'work_email']",t,t,Commune de Genève,46.20001,6.16193,Room in boutique hotel,Entire home/apt,2,1.0,1 bath,0.0,2.0,"[""Carbon monoxide alarm"", ""Elevator"", ""Shampoo"", ""TV"", ""Smoke alarm"", ""Fire extinguisher"", ""Hangers"", ""Wifi"", ""Pets allowed"", ""Dryer"", ""Heating"", ""Washer"", ""Building staff"", ""Hair dryer"", ""Breakfast"", ""Air conditioning"", ""Iron"", ""Self check-in"", ""Essentials""]",172.0,1,1125,1,1,1125,1125,1.0,1125.0,True,26,56,86,361,2025-03-23,39,2,0,280,3,12,4.28,4.1,4.62,4.62,4.56,4.49,4.05,f,95,86,7,0,0.41
17166730,https://www.airbnb.com/rooms/17166730,2025-03-23,city scrape,Rare and stunning 120sqm apartment nearby the lake,"Few steps from the Lake, 3 minutes walk from the Park de la Grange an incredibly well cared huge park with stunning view over the lake. The area of Eaux-Vives is known to have a sparkling restaurant life. You will find nearby restaurant for all your tastes. You’ll love my place because of the ambiance and the location. Good for couples, solo adventurers, business travelers, and families (with kids).",https://a0.muscache.com/pictures/d9900f04-8fe6-429d-bf21-864c4357dac3.jpg,4910312,https://www.airbnb.com/users/show/4910312,2013-01-30,"Geneva, Switzerland",within a day,60.0,50.0,f,https://a0.muscache.com/im/users/4910312/profile_pic/1363092889/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/4910312/profile_pic/1363092889/original.jpg?aki_policy=profile_x_medium,6,6,"['email', 'phone']",t,t,Commune de Genève,46.20631,6.15899,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,2.0,"[""Crib"", ""Elevator"", ""Room-darkening shades"", ""Shampoo"", ""Cooking basics"", ""TV"", ""Hangers"", ""Wifi"", ""Heating"", ""Washer"", ""Hair dryer"", ""Keypad"", ""Coffee maker"", ""High chair"", ""Kitchen"", ""Children\u2019s books and toys"", ""Refrigerator"", ""Dishes and silverware"", ""Iron"", ""Private hot tub"", ""Lake access"", ""Bathtub"", ""Babysitter recommendations"", ""Self check-in"", ""Lake view"", ""Essentials"", ""Window guards"", ""Children\u2019s dinnerware"", ""Changing table""]",220.0,20,1125,20,20,1125,1125,20.0,1125.0,True,0,9,9,145,2025-03-23,11,2,0,145,2,80,5.0,5.0,4.91,4.82,4.82,5.0,4.82,f,4,4,0,0,0.12
17185384,https://www.airbnb.com/rooms/17185384,2025-03-23,city scrape,"Unique and cosy renovated large studio, near UN","Recently renovated fully equipped large studio (45sqm) in 17th century town mansion (one person only). Surrounded by a forest, garden and tennis court. Supermarket accros the street, 3mins walk to public transport, near the airport, Palexpo, UN, International Organizations . Good for business travellers.",https://a0.muscache.com/pictures/bc5afb80-c1c9-48c4-ab84-ec2b9244eb2b.jpg,14623659,https://www.airbnb.com/users/show/14623659,2014-04-23,"Geneva, Switzerland",within an hour,100.0,100.0,f,https://a0.muscache.com/im/pictures/user/89ffab56-3847-47a6-966a-2caf6e9deb5e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/89ffab56-3847-47a6-966a-2caf6e9deb5e.jpg?aki_policy=profile_x_medium,1,2,"['email', 'phone']",t,t,Commune de Genève,46.22518,6.13314,Entire rental unit,Entire home/apt,1,1.0,1 bath,1.0,1.0,"[""Toaster"", ""Bed linens"", ""Host greets you"", ""Shampoo"", ""Cooking basics"", ""Clothing storage: closet"", ""Luggage dropoff allowed"", ""TV"", ""Fire extinguisher"", ""Hangers"", ""Wifi"", ""Heating"", ""Garden view"", ""Washer"", ""Dining table"", ""Hair dryer"", ""Drying rack for clothing"", ""BBQ grill"", ""Microwave"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Cleaning available during stay"", ""Refrigerator"", ""Outdoor dining area"", ""Outdoor furniture"", ""Hot water kettle"", ""Shower gel"", ""Coffee"", ""Dishes and silverware"", ""Backyard"", ""Cleaning products"", ""Iron"", ""Body soap"", ""Bathtub"", ""Wine glasses"", ""Essentials"", ""Electric stove"", ""Conditioner""]",176.0,3,42,3,3,1125,1125,3.0,1125.0,True,17,42,58,120,2025-03-23,98,11,0,120,13,66,4.92,4.91,4.87,4.98,4.97,4.87,4.8,t,1,1,0,0,1.0
17196955,https://www.airbnb.com/rooms/17196955,2025-03-23,city scrape,Appartement de 2 pièces d'angle au centre ville,"Beautiful corner apartment with a nice ceiling height in a 1930 building in the city center a few minutes walk from the lake and 3 minutes walk from the old town. All amenities nearby,  several bus stops, walking access to the Shore Market, restaurants, shops, museums. (Natural History Museum, Museum of Art and History, Museum of Watchmaking, Baur Collection, Cathedral, Barbier-Muller Museum Russian Church), parks and lakefront",https://a0.muscache.com/pictures/80618032-dca2-471b-9eb3-5080f152f781.jpg,115772782,https://www.airbnb.com/users/show/115772782,2017-02-10,"Geneva, Switzerland",within an hour,100.0,100.0,t,https://a0.muscache.com/im/pictures/user/9f39b804-231e-49bd-b50c-bff4175cb646.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9f39b804-231e-49bd-b50c-bff4175cb646.jpg?aki_policy=profile_x_medium,1,1,"['email', 'phone']",t,t,Commune de Genève,46.19877,6.15612,Entire condo,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Toaster"", ""Elevator"", ""Stove"", ""Bed linens"", ""Room-darkening shades"", ""Long term stays allowed"", ""Shampoo"", ""Cooking basics"", ""Private entrance"", ""TV"", ""Hangers"", ""Free washer \u2013 In unit"", ""Wifi"", ""Dryer"", ""Heating"", ""Dining table"", ""Oven"", ""Hair dryer"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Lockbox"", ""Microwave"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Refrigerator"", ""Extra pillows and blankets"", ""Portable fans"", ""Hot water kettle"", ""Shower gel"", ""Dishes and silverware"", ""Cleaning products"", ""Iron"", ""Body soap"", ""Bathtub"", ""Wine glasses"", ""Self check-in"", ""Essentials"", ""Clothing storage: closet, wardrobe, and dresser""]",146.0,5,180,4,5,1125,1125,5.0,1125.0,True,15,23,25,251,2025-03-23,141,24,2,170,25,240,4.9,4.96,4.96,4.96,4.99,4.89,4.82,t,1,1,0,0,1.44
17219491,https://www.airbnb.com/rooms/17219491,2025-03-23,city scrape,"Joli appartement meublé, Versoix, Genève","Nice fully equipped apartment, kitchen arranged (oven, microwave, dishwasher, espresso machine),modern, tastefully furnished, close amenities and public transport (TP), 15 min. from Geneva city center in TP. Perfect for leisure or business travelers.<br /><br />My place is good for couples, business travelers, families (with kids), families (with kids), families (with kids), and furry friends.",https://a0.muscache.com/pictures/c400973d-c149-40c3-be54-bcc7b42b8218.jpg,60731683,https://www.airbnb.com/users/show/60731683,2016-02-28,"Versoix, Switzerland",within a day,75.0,92.0,f,https://a0.muscache.com/im/pictures/user/074a9fbb-5223-4af7-a1f3-392e2ff1142a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/074a9fbb-5223-4af7-a1f3-392e2ff1142a.jpg?aki_policy=profile_x_medium,2,2,"['email', 'phone']",t,t,Versoix,46.28275,6.15876,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,1.0,"[""Private entrance"", ""Iron"", ""Kitchen"", ""Hot water"", ""Lake access"", ""Fire extinguisher"", ""Crib"", ""Hangers"", ""TV with standard cable"", ""Free street parking"", ""Wifi"", ""Pets allowed"", ""Essentials"", ""Host greets you"", ""Heating"", ""Cooking basics"", ""Washer"", ""Hair dryer""]",109.0,3,365,2,2,1125,1125,2.0,1125.0,True,0,0,0,82,2025-03-23,31,2,0,1,2,12,4.65,4.87,4.58,4.9,4.84,4.58,4.39,t,1,1,0,0,0.32
17250925,https://www.airbnb.com/rooms/17250925,2025-03-23,city scrape,Chambre indépendant pour étudiante,My place is perfect for solo travelers.,https://a0.muscache.com/pictures/1d2efad8-a10e-49eb-aa13-8ef6c84d6ee0.jpg,113068756,https://www.airbnb.com/users/show/113068756,2017-01-24,Unknown,Unknown,100.0,84.0,f,https://a0.muscache.com/im/pictures/user/5ea7205e-85dd-4ba9-b009-0cbff0310cbc.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5ea7205e-85dd-4ba9-b009-0cbff0310cbc.jpg?aki_policy=profile_x_medium,1,6,['phone'],t,f,Commune de Genève,46.19563,6.16536,Private room in rental unit,Private room,1,1.0,1 bath,1.0,1.0,[],50.0,60,1125,60,60,1125,1125,60.0,1125.0,True,23,53,83,358,2025-03-23,0,0,0,277,0,0,4.84,4.87,4.84,4.92,4.92,4.88,4.7,f,1,0,1,0,0.0
17280717,https://www.airbnb.com/rooms/17280717,2025-03-23,city scrape,UN - Lake - Geneva - main railway station,UN - Lake - Geneva - Hotel President Wilson- main railway station<br />Independent bedroom<br />Kitchen equipped<br />Bathroom,https://a0.muscache.com/pictures/852ca266-1218-48bd-9d81-f3b3e730769d.jpg,26198785,https://www.airbnb.com/users/show/26198785,2015-01-16,"Geneva, Switzerland",Unknown,100.0,84.0,f,https://a0.muscache.com/im/pictures/user/f8167560-bbcd-4303-9b2f-deb33b607451.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f8167560-bbcd-4303-9b2f-deb33b607451.jpg?aki_policy=profile_x_medium,4,7,"['email', 'phone']",t,t,Commune de Genève,46.21438,6.15147,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Lock on bedroom door"", ""Microwave"", ""Kitchen"", ""Hot water"", ""Cleaning available during stay"", ""Stove"", ""Hangers"", ""Bed linens"", ""Extra pillows and blankets"", ""Refrigerator"", ""Wifi"", ""Pets allowed"", ""Long term stays allowed"", ""Host greets you"", ""Heating"", ""Washer""]",188.0,90,180,90,90,180,180,90.0,180.0,True,23,53,83,173,2025-03-23,0,0,0,173,0,0,4.84,4.87,4.84,4.92,4.92,4.88,4.7,f,2,1,1,0,0.0
17317397,https://www.airbnb.com/rooms/17317397,2025-03-23,city scrape,Modern apartment in Geneva,Exceptional modern flat loft style with with large terrace.<br />Breathtaking sunsets and star filled sky from the large windows. Very good price reductions if more than 12 weeks stay.,https://a0.muscache.com/pictures/16fc5a8d-3a3c-4c52-beb7-00a48310e1f9.jpg,23612414,https://www.airbnb.com/users/show/23612414,2014-11-11,"Geneva, Switzerland",within a few hours,100.0,78.0,f,https://a0.muscache.com/im/pictures/user/033c2d90-111b-4f5c-9317-03f2ba67e37b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/033c2d90-111b-4f5c-9317-03f2ba67e37b.jpg?aki_policy=profile_x_medium,4,9,['phone'],t,t,Thônex,46.20206,6.21504,Entire loft,Entire home/apt,2,1.5,1.5 baths,1.0,1.0,"[""Paid parking garage on premises \u2013 100 spaces"", ""Toaster"", ""Elevator"", ""Freezer"", ""Gym in building"", ""Outdoor playground"", ""Dishwasher"", ""Private patio or balcony"", ""Sound system with aux"", ""Long term stays allowed"", ""Host greets you"", ""Shampoo"", ""Cooking basics"", ""Luggage dropoff allowed"", ""First aid kit"", ""Smoking allowed"", ""Hangers"", ""Wifi"", ""Dryer"", ""Garden view"", ""Heating"", ""Washer"", ""Dining table"", ""Oven"", ""Hair dryer"", ""Dedicated workspace"", ""Pocket wifi"", ""BBQ grill"", ""Microwave"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Cleaning available during stay"", ""Refrigerator"", ""Extra pillows and blankets"", ""Outdoor dining area"", ""Outdoor furniture"", ""Books and reading material"", ""Hot water kettle"", ""Coffee"", ""Dishes and silverware"", ""Backyard"", ""Cleaning products"", ""Outlet covers"", ""Iron"", ""Children's playroom"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, and 5-10 years old"", ""Laundromat nearby"", ""Bathtub"", ""Wine glasses"", ""Babysitter recommendations"", ""Essentials"", ""Children\u2019s dinnerware"", ""Clothing storage: closet and wardrobe""]",66.0,30,1125,30,30,1125,1125,30.0,1125.0,True,23,53,83,173,2025-03-23,12,0,0,173,0,0,4.92,4.92,4.33,4.92,5.0,5.0,5.0,f,1,1,0,0,0.13
